Datetime,Open,High,Low,Close,Adj Close,Volume
2024-09-16 09:30:00-04:00,158.0399932861328,159.7899932861328,157.3699951171875,158.0749969482422,158.0749969482422,605442
2024-09-16 09:35:00-04:00,158.0,158.46800231933594,155.8800048828125,157.6656951904297,157.6656951904297,316620
2024-09-16 09:40:00-04:00,157.61000061035156,157.89500427246094,156.0,157.35000610351562,157.35000610351562,156343
2024-09-16 09:45:00-04:00,157.58999633789062,158.64999389648438,157.24000549316406,158.64999389648438,158.64999389648438,147268
2024-09-16 09:50:00-04:00,158.63729858398438,159.97000122070312,158.4199981689453,159.97000122070312,159.97000122070312,131544
2024-09-16 09:55:00-04:00,159.9499969482422,160.33999633789062,159.4600067138672,160.27499389648438,160.27499389648438,143024
2024-09-16 10:00:00-04:00,160.27499389648438,161.07000732421875,159.68499755859375,160.5399932861328,160.5399932861328,117079
2024-09-16 10:05:00-04:00,160.55999755859375,160.92999267578125,159.82000732421875,160.0850067138672,160.0850067138672,93825
2024-09-16 10:10:00-04:00,160.0850067138672,161.5,159.58999633789062,161.34060668945312,161.34060668945312,127982
2024-09-16 10:15:00-04:00,161.4600067138672,161.57000732421875,160.64999389648438,160.6699981689453,160.6699981689453,105795
2024-09-16 10:20:00-04:00,160.6300048828125,161.0,159.8802947998047,160.6300048828125,160.6300048828125,92901
2024-09-16 10:25:00-04:00,160.67999267578125,160.9777069091797,159.92999267578125,160.36000061035156,160.36000061035156,80740
2024-09-16 10:30:00-04:00,160.36500549316406,160.42999267578125,158.25,158.50999450683594,158.50999450683594,133846
2024-09-16 10:35:00-04:00,158.46499633789062,160.0,158.4600067138672,159.63999938964844,159.63999938964844,47238
2024-09-16 10:40:00-04:00,159.63999938964844,160.60000610351562,159.63999938964844,160.58389282226562,160.58389282226562,34914
2024-09-16 10:45:00-04:00,160.5128936767578,160.83999633789062,159.63999938964844,160.83999633789062,160.83999633789062,63689
