Datetime,Open,High,Low,Close,Adj Close,Volume
2024-09-16 09:30:00-04:00,169.1199951171875,171.10989379882812,169.1199951171875,169.41619873046875,169.41619873046875,7113
2024-09-16 09:35:00-04:00,168.42999267578125,168.67689514160156,167.0,167.0,167.0,6633
2024-09-16 09:40:00-04:00,167.28729248046875,167.28729248046875,166.5,166.72000122070312,166.72000122070312,1537
2024-09-16 09:45:00-04:00,166.88999938964844,166.89999389648438,166.69000244140625,166.69009399414062,166.69009399414062,2913
2024-09-16 09:50:00-04:00,167.5,167.82000732421875,167.5,167.82000732421875,167.82000732421875,1126
2024-09-16 09:55:00-04:00,167.82000732421875,167.82000732421875,167.5,167.5,167.5,1474
2024-09-16 10:00:00-04:00,168.00999450683594,168.2550048828125,167.08999633789062,167.08999633789062,167.08999633789062,2476
2024-09-16 10:05:00-04:00,168.5,168.5,168.5,168.5,168.5,408
2024-09-16 10:10:00-04:00,168.0749969482422,168.47000122070312,168.0749969482422,168.47000122070312,168.47000122070312,1566
2024-09-16 10:15:00-04:00,168.3699951171875,168.67999267578125,168.3699951171875,168.67999267578125,168.67999267578125,2629
2024-09-16 10:20:00-04:00,168.58999633789062,168.58999633789062,167.22999572753906,167.22999572753906,167.22999572753906,1251
2024-09-16 10:25:00-04:00,167.97500610351562,167.97500610351562,167.97500610351562,167.97500610351562,167.97500610351562,1933
2024-09-16 10:30:00-04:00,167.16700744628906,167.16700744628906,167.16700744628906,167.16700744628906,167.16700744628906,688
2024-09-16 10:35:00-04:00,167.7100067138672,167.7100067138672,167.7100067138672,167.7100067138672,167.7100067138672,444
2024-09-16 10:40:00-04:00,168.1999969482422,168.75,168.1999969482422,168.50999450683594,168.50999450683594,1661
2024-09-16 10:45:00-04:00,168.4340057373047,168.4340057373047,168.4340057373047,168.4340057373047,168.4340057373047,499
2024-09-16 10:50:00-04:00,168.49000549316406,169.02999877929688,168.49000549316406,169.02999877929688,169.02999877929688,2422
2024-09-16 11:00:00-04:00,168.5,168.5,168.48500061035156,168.48500061035156,168.48500061035156,1491
